"V1";"V2";"V3";"V4"
"What will Obama's average job approval be at end of day August 21?";"Obama's average approval on August 21?";"44.5% - 44.9%";"44.5-44.9"
"What will Obama's average job approval be at end of day August 21?";"Obama's average approval on August 21?";"45.0% - 45.4%";"45.0-45.4"
"What will Obama's average job approval be at end of day August 21?";"Obama's average approval on August 21?";"45.5% - 45.9%";"45.5-45.9"
"What will Obama's average job approval be at end of day August 21?";"Obama's average approval on August 21?";"46.0% or higher";"46.0+"
"Will Obama's Gallup approval be 47% or higher for August 18-20?";"Obama's Gallup approval 47+ for August 18-20?";"Will Obama's Gallup approval be 47% or higher for August 18-20?";"Obama's Gallup approval 47+ for August 18-20?"
"Will Obama's Gallup approval be 45% or higher for August 25-27?";"Obama's Gallup approval 45+ for August 25-27?";"Will Obama's Gallup approval be 45% or higher for August 25-27?";"Obama's Gallup approval 45+ for August 25-27?"
"Will ""right direction"" poll at 28.5%+ on August 28?";"Direction of country at 28.5%+ on August 28?";"Will ""right direction"" poll at 28.5%+ on August 28?";" Direction of country at 28.5%+ on August 28?"
"Will congressional job approval be at least 16.5% on August 28?";"Congressional approval at 16.5%+ on August 28?";"Will congressional job approval be at least 16.5% on August 28?";"Congressional approval at 16.5%+ on August 28?"
"What will Obama's average job approval be at end of day August 28?";"Obama's average approval on August 28?";"44.5% - 44.9%";"44.5-44.9"
"What will Obama's average job approval be at end of day August 28?";"Obama's average approval on August 28?";"43.5% - 43.9%";"43.5-43.9"
"What will Obama's average job approval be at end of day August 28?";"Obama's average approval on August 28?";"43.4% or lower";"43.4-"
"What will Obama's average job approval be at end of day August 28?";"Obama's average approval on August 28?";"44.0% - 44.4%";"44.0-44.4"
"What will Obama's average job approval be at end of day August 28?";"Obama's average approval on August 28?";"45.0% or higher";"45.0+"
"Will Carly Fiorina participate in the first-tier CNN debate?";"Will Fiorina participate in the first-tier CNN debate?";"Will Carly Fiorina participate in the first-tier CNN debate?";"Will Fiorina participate in the first-tier CNN debate?"
"Will Chris Christie participate in the first-tier CNN debate?";"Will Christie participate in the first-tier CNN debate?";"Will Chris Christie participate in the first-tier CNN debate?";"Will Christie participate in the first-tier CNN debate?"
"Will Rick Perry participate in the first-tier CNN debate?";"Will Perry participate in the first-tier CNN debate?";"Will Rick Perry participate in the first-tier CNN debate?";"Will Perry participate in the first-tier CNN debate?"
"Will Rick Santorum participate in the first-tier CNN debate?";"Will Santorum participate in the first-tier CNN debate?";"Will Rick Santorum participate in the first-tier CNN debate?";"Will Santorum participate in the first-tier CNN debate?"
"Will Mike Huckabee participate in the first-tier CNN debate?";"Will Huckabee participate in the first-tier CNN debate?";"Will Mike Huckabee participate in the first-tier CNN debate?";"Will Huckabee participate in the first-tier CNN debate?"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Carly Fiorina";"Fiorina"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Chris Christie";"Christie"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Ben Carson";"Carson"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Mike Huckabee";"Huckabee"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Jeb Bush";"Bush"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Donald Trump";"Trump"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Scott Walker";"Walker"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Marco Rubio";"Rubio"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Ted Cruz";"Cruz"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"Rand Paul";"Paul"
"Which candidate will see the best polling impact from the first-tier CNN debate?";"Who will get the best bounce from the CNN debate?";"John Kasich";"Kasich"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Donald Trump";"Trump"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Ted Cruz";"Cruz"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Chris Christie";"Christie"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Carly Fiorina";"Fiorina"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Rand Paul";"Paul"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Jeb Bush";"Bush"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Ben Carson";"Carson"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Scott Walker";"Walker"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Marco Rubio";"Rubio"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"John Kasich";"Kasich"
"Which candidate will see the worst polling impact from the first-tier CNN debate?";"Who will see the worst impact from the CNN debate?";"Mike Huckabee";"Huckabee"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Donald Trump";"Trump"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Jeb Bush";"Bush"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"John Kasich";"Kasich"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Chris Christie";"Christie"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Ben Carson";"Carson"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Ted Cruz";"Cruz"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Rand Paul";"Paul"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Mike Huckabee";"Huckabee"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Scott Walker";"Walker"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Marco Rubio";"Rubio"
"Which candidate will get the most speaking time at the first-tier CNN debate?";"Who will get the most speaking time at the first-tier CNN debate?";"Carly Fiorina";"Fiorina"
"Will a woman succeed Ban Ki-Moon as Secretary-General of the United Nations?";"Will the next U.N. Secretary-General be a woman?";"Will a woman succeed Ban Ki-Moon as Secretary-General of the United Nations?";"Will the next U.N. Secretary-General be a woman?"
"Will a federal criminal charge be filed against Hillary Clinton in 2015?";"Will Hillary face charges in 2015?";"Will a federal criminal charge be filed against Hillary Clinton in 2015?";"Will Hillary face charges in 2015?"
"Who will win the 2015 Labour Party leadership election in the U.K.?";"Who will win the Labour Party leadership election?";"Jeremy Corbyn";"Corbyn"
"Who will win the 2015 Labour Party leadership election in the U.K.?";"Who will win the Labour Party leadership election?";"Elizabeth Kendall";"Kendall"
"Who will win the 2015 Labour Party leadership election in the U.K.?";"Who will win the Labour Party leadership election?";"Andrew Burnham";"Burnham"
"Who will win the 2015 Labour Party leadership election in the U.K.?";"Who will win the Labour Party leadership election?";"Yvette Cooper";"Cooper"
"Will Obama veto disapproval of Iran deal?";"Will Obama veto Congressional disapproval of the Iran nuclear deal?";"Will Obama veto disapproval of Iran deal?";"Will Obama veto Congressional disapproval of the Iran nuclear deal?"
"Will Obama's Gallup approval be 44% or higher for September 1-3?";"Obama's Gallup approval 44+ for September 1-3?";"Will Obama's Gallup approval be 44% or higher for September 1-3?";"Obama's Gallup approval 44+ for September 1-3?"
"Will ""right direction"" poll at 29.5%+ on September 4?";"Direction of country at 29.5%+ on September 4?";"Will ""right direction"" poll at 29.5%+ on September 4?";"Direction of country at 29.5%+ on September 4?"
"Will congressional job approval be at least 15.5% on September 4?";"Congressional approval at 15.5+% on September 4?";"Will congressional job approval be at least 15.5% on September 4?";"Congressional approval at 15.5+% on September 4?"
"What will Obama's average job approval be at end of day September 4?";"Obama's average approval on September 4?";"45.0% or higher";"45.0+"
"What will Obama's average job approval be at end of day September 4?";"Obama's average approval on September 4?";"44.5% - 44.9%";"44.5-44.9"
"What will Obama's average job approval be at end of day September 4?";"Obama's average approval on September 4?";"44.0% - 44.4%";"44.0-44.4"
"What will Obama's average job approval be at end of day September 4?";"Obama's average approval on September 4?";"43.5% - 43.9%";"43.5-43.9"
"What will Obama's average job approval be at end of day September 4?";"Obama's average approval on September 4?";"43.4% or lower";"43.4-"
"Will Obamacare approval be at least 40% at the end of September?";"Obamacare approval at 40%+ at end of September?";"Will Obamacare approval be at least 40% at the end of September?";"Obamacare approval at 40%+ at end of September?"
